_id,Size,Categories,Objects,Popularity,Durability,Price,brand
2814,XS,Cycling,skis,20,64,1767,ALPS Mountaineering
2815,XL,Cycling,lights,72,6,960,Garmin
2816,M,Women Clothing,kitchen,15,41,38,Danner
2817,XS,Women Clothing,shorts,18,48,1193,YETI
2818,XS,Men Clothing,bags,72,34,471,Rossignol
2819,M,Cycling,pants,13,80,628,evolv
2820,L,Cycling,underwear,96,79,584,Yakima
2821,M,Camping and Hiking,bags,4,12,1924,Chaco
2822,XL,Cycling,helmet,72,22,49,Bogs
2823,L,Cycling,jackets,58,56,763,ExOfficio
2824,S,Water and Snow Sports,beds,65,48,686,Kari Traa
2825,XS,Men Clothing,tent,69,2,56,Craft
2826,XXL,Men Clothing,shorts,97,35,1492,Energizer
2827,XS,Camping and Hiking,kitchen,78,77,911,Garmin
2828,XXL,Camping and Hiking,kitchen,84,4,733,Therm-a-Rest
2829,L,Women Clothing,kitchen,20,74,295,Seirus
2830,M,Men Clothing,underwear,80,71,1594,Deuter
2831,L,Women Clothing,jackets,79,65,916,Suncloud
2832,L,Women Clothing,beds,67,55,1198,crankbrothers
2833,XXL,Cycling,ropes,87,33,1375,The North Face
2834,XS,Camping and Hiking,parts,19,91,1521,Kari Traa
2835,M,Water and Snow Sports,socks,99,54,1974,Ortlieb
2836,XXL,Women Clothing,shorts,15,34,1066,OneUp Components
2837,L,Accessories,bikes,63,15,179,Trek
2838,XXL,Water and Snow Sports,beds,90,13,17,Ortlieb
2839,XL,Men Clothing,bikes,73,81,646,Obermeyer
2840,L,Cycling,books,90,36,1508,ENVE
2841,M,Camping and Hiking,kitchen,56,44,1494,Cotopaxi
2842,L,Cycling,tent,66,76,69,Goal Zero
2843,S,Camping and Hiking,shirts,59,92,1277,Cane Creek
2844,XXL,Men Clothing,bags,84,6,331,Yakima
2845,L,Accessories,helmet,59,90,166,Mountaineers Books
2846,XL,Camping and Hiking,parts,94,15,403,Beyond Yoga
2847,L,Camping and Hiking,underwear,22,62,9,AlpineAire Foods
2848,XL,Women Clothing,ropes,31,26,717,Slowtide
2849,XS,Cycling,boats,97,41,485,WTB
2850,XL,Men Clothing,socks,68,77,1397,Black Diamond
2851,S,Cycling,shirts,11,78,1430,Yakima
2852,XXL,Women Clothing,skis,18,72,26,Birkenstock
2853,XL,Accessories,tent,49,82,582,Petzl
2854,S,Men Clothing,bikes,31,34,1989,Tifosi
2855,S,Women Clothing,shorts,57,37,1425,Deuter
2856,XS,Cycling,paddles,53,98,1044,The North Face
2857,XL,Camping and Hiking,bikes,40,48,501,Mountain Equipment
2858,M,Men Clothing,socks,22,27,313,Edelrid
2859,S,Water and Snow Sports,ropes,89,59,1858,Cannondale
2860,S,Women Clothing,tent,18,99,1806,Jetboil
2861,S,Cycling,bikes,36,55,1855,Nike
2862,S,Cycling,shorts,85,44,1823,Yakima
2863,XL,Men Clothing,kitchen,78,97,1015,Outdoor Trail Maps
2864,XL,Men Clothing,boats,100,16,1678,Magura
2865,XS,Accessories,shorts,12,48,356,Cannondale
2866,M,Men Clothing,pants,16,28,1958,Rumpl
2867,S,Water and Snow Sports,helmet,7,72,1640,Peak Design
2868,XL,Women Clothing,helmet,67,74,566,Mountain Equipment
2869,M,Water and Snow Sports,bikes,75,16,1623,Mountain Press
2870,L,Women Clothing,kitchen,7,75,1763,La Sportiva
2871,XXL,Men Clothing,books,57,47,1599,C.A.M.P.
2872,XL,Women Clothing,paddles,30,53,1202,Garmin
2873,XS,Women Clothing,helmet,98,61,1682,Outdoor Research
2874,XS,Accessories,jackets,97,6,380,Seirus
2875,L,Women Clothing,socks,62,47,632,Mountain House
2876,XXL,Cycling,books,16,55,839,Kenda
2877,XS,Accessories,skis,18,96,1903,Mountaineers Books
2878,XL,Water and Snow Sports,skis,26,85,836,Nani Swimwear
2879,M,Water and Snow Sports,bags,74,51,882,FalconGuides
2880,M,Women Clothing,shirts,91,9,682,Oboz
2881,L,Cycling,skis,25,42,499,Sunday Afternoons
2882,XS,Camping and Hiking,bikes,1,68,626,Continental
2883,XXL,Cycling,shirts,87,84,1684,Tom Harrison Cartography
2884,XL,Camping and Hiking,underwear,69,1,988,Mountain Hardwear
2885,XS,Accessories,beds,68,3,783,La Sportiva
2886,M,Men Clothing,shoes,8,57,1604,Toad&Co
2887,XS,Women Clothing,skis,23,56,1477,Stan's NoTubes
2888,XS,Camping and Hiking,tent,2,93,763,prAna
2889,L,Women Clothing,books,71,58,1674,Beyond Yoga
2890,L,Men Clothing,lights,70,20,1206,Zipp
2891,XS,Men Clothing,paddles,83,85,1309,Snow Peak
2892,XL,Men Clothing,underwear,19,4,1410,Ruffwear
2893,XL,Camping and Hiking,beds,47,61,138,Chaco
2894,XXL,Camping and Hiking,skis,93,58,1972,45NRTH
2895,M,Camping and Hiking,beds,1,81,1181,Cane Creek
2896,S,Men Clothing,skis,39,99,93,Osprey
2897,L,Camping and Hiking,skis,56,16,1114,Brooks
2898,XXL,Women Clothing,shorts,70,64,1503,Tifosi
2899,XS,Water and Snow Sports,underwear,38,78,921,Birkenstock
2900,L,Accessories,shorts,74,21,1096,On
2901,L,Accessories,paddles,51,22,250,Vuori
2902,XXL,Camping and Hiking,paddles,30,25,809,Magura
2903,XL,Women Clothing,skis,43,17,1872,TomboyX
2904,S,Camping and Hiking,pants,34,14,837,Lowa
2905,XL,Camping and Hiking,tent,10,2,1983,Free Country
2906,S,Accessories,shoes,28,83,255,Nike
2907,L,Water and Snow Sports,ropes,35,68,899,Sherpani
2908,S,Women Clothing,ropes,97,92,322,Stickers Northwest
2909,XL,Accessories,books,4,32,492,Coghlan's
2910,XXL,Women Clothing,ropes,10,40,677,Ortlieb
2911,XL,Cycling,pants,58,1,446,adidas
2912,M,Accessories,bikes,68,66,657,Green Trails
2913,M,Women Clothing,bikes,43,22,987,Outdoor Research
2914,XXL,Camping and Hiking,jackets,31,40,1336,Schwalbe
2915,XXL,Water and Snow Sports,jackets,76,6,431,SRAM
2916,XXL,Accessories,skis,4,12,1370,WTB
2917,XL,Accessories,boats,8,87,880,Ergon
2918,XL,Water and Snow Sports,helmet,91,70,1796,Gear Aid
2919,S,Water and Snow Sports,bikes,77,94,381,Suspenz
2920,XL,Men Clothing,books,44,19,958,National Geographic
2921,L,Women Clothing,parts,87,28,935,evolv
2922,M,Accessories,paddles,82,7,872,humangear
2923,L,Women Clothing,shorts,13,73,843,Big Agnes
2924,XL,Cycling,shirts,3,51,1267,Topo Designs
2925,XL,Water and Snow Sports,skis,77,73,1671,Chums
2926,XXL,Camping and Hiking,skis,8,39,608,Sanuk
2927,S,Cycling,socks,45,75,801,Sherpani
2928,XXL,Women Clothing,boats,17,35,1409,Topo Athletic
2929,XXL,Cycling,ropes,74,46,643,MSR
2930,XXL,Men Clothing,helmet,84,41,1032,PEAK REFUEL
2931,XL,Water and Snow Sports,skis,4,3,1560,Black Diamond
2932,S,Water and Snow Sports,boats,61,46,1103,Merrell
2933,L,Accessories,kitchen,99,56,1118,crankbrothers
2934,XS,Water and Snow Sports,beds,50,56,780,CeramicSpeed
2935,XXL,Men Clothing,bikes,16,16,865,Magura
2936,L,Cycling,books,38,18,487,Salsa
2937,XXL,Women Clothing,tent,99,97,1529,Wolf Tooth Components
2938,XXL,Accessories,socks,16,89,1457,Coghlan's
2939,M,Water and Snow Sports,jackets,89,32,341,microSHIFT
2940,XS,Water and Snow Sports,beds,14,99,621,Terry
2941,L,Water and Snow Sports,jackets,52,53,1439,Sierra Designs
2942,S,Women Clothing,boats,11,52,791,Stance
2943,XS,Camping and Hiking,shorts,29,69,1290,goodr
2944,S,Accessories,beds,50,86,600,Goal Zero
2945,XS,Women Clothing,boats,92,1,952,Mountain Hardwear
2946,XL,Men Clothing,helmet,65,82,50,Benchmark Maps
2947,XXL,Water and Snow Sports,underwear,40,20,1348,Mountain Equipment
2948,L,Accessories,ropes,55,80,293,Magura
2949,XS,Accessories,paddles,69,20,352,Dometic
2950,S,Women Clothing,jackets,11,27,1119,Seals
2951,M,Water and Snow Sports,boats,37,82,803,Kamik
2952,XL,Accessories,beds,58,92,911,Trango
2953,M,Water and Snow Sports,lights,74,96,436,Carve Designs
2954,L,Camping and Hiking,socks,6,20,891,Marmot
2955,XXL,Accessories,shorts,9,17,1843,Birkenstock
2956,XL,Cycling,jackets,40,87,925,Kari Traa
2957,L,Men Clothing,lights,66,52,652,DeLorme
2958,M,Camping and Hiking,books,48,96,418,45NRTH
2959,XS,Water and Snow Sports,bikes,95,28,1982,Eagle Creek
2960,XXL,Water and Snow Sports,ropes,85,66,683,Mountaineers Books
2961,XXL,Accessories,kitchen,79,55,925,Janji
2962,S,Water and Snow Sports,ropes,56,69,920,Black Diamond
2963,XL,Women Clothing,books,6,29,1941,Eagle Creek
2964,M,Water and Snow Sports,books,49,30,285,Exped
2965,XL,Accessories,jackets,58,42,927,Darn Tough
2966,XXL,Water and Snow Sports,beds,21,70,750,Outdoor Trail Maps
2967,XL,Women Clothing,socks,58,95,681,Chums
2968,L,Camping and Hiking,underwear,37,49,1864,Rossignol
2969,XS,Camping and Hiking,shorts,45,91,258,DT Swiss
2970,XXL,Water and Snow Sports,shorts,54,5,1767,CTR
2971,L,Accessories,paddles,96,54,807,Adventure Publications
2972,XXL,Women Clothing,underwear,47,72,471,Surly
2973,S,Cycling,helmet,87,17,499,Petzl
2974,XS,Cycling,pants,24,45,1133,Sea to Summit
2975,S,Camping and Hiking,socks,37,51,440,Slowtide
2976,S,Accessories,boats,12,38,1666,Patagonia
2977,L,Accessories,skis,21,79,101,Outdoor Research
2978,XL,Camping and Hiking,bikes,48,22,989,Tifosi
2979,S,Women Clothing,ropes,73,17,1093,Adventure Publications
2980,S,Cycling,kitchen,71,62,872,UCO
2981,XL,Accessories,lights,42,44,1309,Campagnolo
2982,XL,Camping and Hiking,bags,5,74,1976,Sierra Designs
2983,XS,Cycling,shoes,66,44,1758,REI Co-op
2984,XS,Camping and Hiking,parts,99,24,1392,Nike
2985,XL,Camping and Hiking,pants,54,83,251,Sanuk
2986,XS,Accessories,parts,49,51,842,Tifosi
2987,XXL,Men Clothing,underwear,49,11,13,Burton
2988,XS,Women Clothing,bags,36,37,1090,ENO
2989,XL,Cycling,shirts,88,68,1458,Coleman
2990,S,Men Clothing,ropes,67,46,41,Hydro Flask
2991,L,Men Clothing,ropes,8,57,1785,Revelate Designs
2992,S,Men Clothing,parts,17,2,1336,Outdoor Research
2993,XS,Cycling,bikes,38,8,1097,Obermeyer
2994,S,Women Clothing,boats,64,96,1871,Topo Designs
2995,L,Water and Snow Sports,helmet,46,13,796,ExOfficio
2996,L,Men Clothing,bags,54,22,1343,Leki
2997,M,Cycling,shirts,23,86,1908,Kelty
2998,M,Camping and Hiking,shoes,85,49,1777,Sierra Designs
2999,XL,Cycling,shoes,11,30,270,Leki
3000,XL,Cycling,beds,79,9,653,SRAM
3001,L,Women Clothing,shirts,98,91,1692,Mountainsmith
3002,L,Accessories,socks,63,69,1036,Beacon Guidebooks
3003,S,Water and Snow Sports,shorts,10,2,1124,NEMO
3004,L,Men Clothing,boats,51,33,1124,Schwalbe
3005,XXL,Water and Snow Sports,bags,97,4,287,O'Neill
3006,XS,Cycling,boats,23,99,822,Vuori
3007,XS,Cycling,shorts,44,63,214,VISSLA
3008,M,Men Clothing,beds,93,60,285,MSW
3009,XXL,Water and Snow Sports,kitchen,95,60,1827,RockShox
3010,XXL,Cycling,underwear,69,85,110,VEJA
3011,XS,Women Clothing,lights,39,80,368,Petzl
3012,L,Water and Snow Sports,shorts,27,100,1726,Arc'teryx
3013,S,Women Clothing,skis,65,40,1257,Big Agnes
3014,XXL,Accessories,shorts,57,17,251,Insta360
3015,S,Accessories,pants,10,66,786,Therm-a-Rest
3016,L,Water and Snow Sports,shoes,49,60,1786,La Sportiva
3017,XS,Camping and Hiking,tent,6,48,1491,Free Country
3018,S,Water and Snow Sports,kitchen,58,90,558,Yakima
3019,M,Women Clothing,shoes,6,81,1950,Janji
3020,XS,Accessories,underwear,95,66,424,Colorado Mountain Club
3021,XL,Camping and Hiking,helmet,45,87,1536,crankbrothers
3022,S,Camping and Hiking,jackets,65,26,1033,Coghlan's
3023,M,Cycling,lights,77,43,533,Stan's NoTubes
3024,L,Water and Snow Sports,kitchen,74,43,1523,Snow Peak
3025,XXL,Accessories,lights,50,77,802,Kenda
3026,S,Women Clothing,bags,21,23,1230,Bogs
3027,S,Camping and Hiking,tent,1,72,398,Peak Design
3028,XS,Men Clothing,ropes,13,47,1728,Topeak
3029,S,Men Clothing,helmet,46,23,1057,Mountain Hardwear
3030,XXL,Cycling,bags,25,70,793,Leki
3031,XS,Accessories,jackets,10,12,128,Suspenz
3032,XL,Cycling,paddles,45,57,582,Salsa
3033,XL,Accessories,bags,45,60,62,Co-op Cycles
3034,XL,Men Clothing,underwear,53,6,360,Vuori
3035,S,Accessories,ropes,80,52,993,The North Face
3036,M,Cycling,pants,61,91,944,goodr
3037,XL,Camping and Hiking,lights,2,22,18,Edelrid
3038,S,Women Clothing,pants,20,52,1173,Darn Tough
3039,L,Water and Snow Sports,pants,34,2,1492,Sierra Designs
3040,XS,Men Clothing,socks,88,93,536,Snow Peak
3041,M,Cycling,pants,50,47,384,Fischer
3042,L,Men Clothing,beds,11,22,1946,goodr
3043,XXL,Water and Snow Sports,shorts,67,81,1542,Vans
3044,XL,Water and Snow Sports,beds,54,20,1508,Kokatat
3045,XXL,Men Clothing,jackets,67,100,896,Muc-Off
3046,L,Cycling,kitchen,59,70,1631,La Sportiva
3047,S,Water and Snow Sports,bikes,32,5,531,Mountain Press
3048,L,Accessories,paddles,87,60,547,Burton
3049,L,Water and Snow Sports,parts,2,26,871,Vuori
3050,S,Camping and Hiking,pants,72,95,1459,Exped
3051,XS,Cycling,lights,45,69,790,Carve Designs
3052,XS,Women Clothing,shoes,2,20,1849,Vans
3053,L,Women Clothing,socks,70,5,92,Marmot
3054,S,Water and Snow Sports,books,88,81,456,Vans
3055,XXL,Water and Snow Sports,bags,91,53,1671,Tifosi
3056,XL,Water and Snow Sports,ropes,73,50,1969,Portland Design Works
3057,M,Camping and Hiking,boats,33,31,921,Wild Rye
3058,XS,Men Clothing,jackets,48,36,1439,Merrell
3059,M,Women Clothing,underwear,60,82,130,NRS
3060,M,Camping and Hiking,shorts,51,79,60,Benno
3061,XXL,Cycling,boats,18,62,518,Cane Creek
3062,XS,Men Clothing,underwear,34,22,930,DT Swiss
3063,XXL,Camping and Hiking,shoes,32,49,1657,Seirus
3064,L,Water and Snow Sports,parts,10,39,568,Insta360
3065,XXL,Women Clothing,books,79,77,1801,Brooks
3066,XS,Water and Snow Sports,skis,2,55,424,Salomon
3067,XS,Accessories,shorts,46,17,512,Rumpl
3068,XS,Camping and Hiking,boats,65,91,185,AlpineAire Foods
3069,XS,Water and Snow Sports,socks,60,5,1961,Matador
3070,L,Camping and Hiking,ropes,36,24,1106,Teva
3071,XL,Accessories,lights,87,32,780,Vittoria
3072,XXL,Accessories,jackets,55,47,878,Columbia
3073,XS,Cycling,shirts,62,7,956,Co-op Cycles
3074,S,Water and Snow Sports,shirts,41,86,1040,Co-op Cycles
3075,L,Accessories,socks,99,41,819,Janji
3076,S,Cycling,lights,80,45,1387,Benno
3077,XXL,Women Clothing,pants,16,74,907,DAKINE
3078,M,Camping and Hiking,parts,29,31,190,AlpineAire Foods
3079,XS,Cycling,shirts,18,81,1920,Toad&Co
3080,XS,Water and Snow Sports,bags,98,98,956,Salsa
3081,M,Camping and Hiking,underwear,50,6,1648,Brooks
3082,XL,Camping and Hiking,pants,12,25,1884,Toad&Co
3083,XXL,Accessories,tent,99,72,1171,Co-op Cycles
3084,XL,Camping and Hiking,bags,15,6,17,XTRATUF
3085,XL,Men Clothing,skis,56,61,1013,Merrell
3086,S,Cycling,kitchen,30,24,554,Stanley
3087,XXL,Men Clothing,bikes,94,74,14,Kari Traa
3088,S,Camping and Hiking,paddles,98,51,948,La Sportiva
3089,L,Camping and Hiking,shoes,52,97,188,rabbit
3090,L,Camping and Hiking,socks,37,4,376,Stan's NoTubes
3091,L,Cycling,lights,69,66,883,AMC
3092,XL,Water and Snow Sports,pants,93,56,1100,rabbit
3093,XS,Accessories,ropes,47,82,1095,evolv
3094,XXL,Cycling,jackets,27,92,1124,Danner
3095,XXL,Men Clothing,beds,79,90,2000,GSI Outdoors
3096,XS,Camping and Hiking,helmet,99,52,964,Arc'teryx
3097,XL,Men Clothing,boats,99,10,1621,KEEN
3098,M,Accessories,bikes,67,41,1160,Amphipod
3099,XL,Men Clothing,shoes,20,16,601,Muc-Off
3100,S,Camping and Hiking,bikes,2,91,1908,Threads 4 Thought
3101,XL,Cycling,boats,50,96,85,Smartwool
3102,S,Accessories,jackets,13,65,1533,Xero Shoes
3103,M,Accessories,underwear,90,90,1512,Wolf Tooth Components
3104,XL,Camping and Hiking,pants,38,94,869,Astral
3105,XXL,Accessories,lights,81,6,354,TomboyX
3106,M,Water and Snow Sports,beds,52,93,32,Teravail
3107,XXL,Men Clothing,tent,99,53,1194,Threads 4 Thought
3108,L,Water and Snow Sports,shoes,43,13,1624,rabbit
3109,XS,Camping and Hiking,books,91,73,1387,Brooks
3110,XL,Accessories,underwear,72,45,1056,Slowtide
3111,L,Cycling,tent,86,89,1294,Kamik
3112,S,Men Clothing,shoes,43,75,604,Beacon Guidebooks
3113,XS,Cycling,boats,55,69,369,Deuter
3114,S,Camping and Hiking,socks,47,83,712,Surly
3115,S,Cycling,kitchen,79,29,468,WTB
3116,XS,Men Clothing,ropes,43,45,64,Wheels Manufacturing
3117,XL,Camping and Hiking,ropes,5,61,1258,Giro
3118,L,Camping and Hiking,helmet,90,62,1004,O'Neill
3119,XL,Women Clothing,shoes,90,50,895,Zoic
3120,M,Accessories,ropes,59,6,510,Marmot
3121,M,Women Clothing,jackets,58,8,778,Wild Rye
3122,XXL,Women Clothing,boats,19,91,1827,Black Diamond
3123,XL,Water and Snow Sports,helmet,88,56,1264,Sherpani
3124,XS,Men Clothing,beds,9,56,1791,Continental
3125,M,Camping and Hiking,helmet,57,38,1741,Metolius
3126,M,Cycling,boats,14,54,1481,ExOfficio
3127,M,Cycling,books,30,65,1614,Outdoor Trail Maps
3128,S,Women Clothing,helmet,62,55,1268,NRS
3129,M,Cycling,socks,22,96,1890,Look
3130,XXL,Accessories,shirts,8,99,1132,VISSLA
3131,S,Camping and Hiking,bikes,77,33,107,Brooks
3132,L,Women Clothing,ropes,28,85,940,Scarpa
3133,L,Women Clothing,books,94,23,1268,ExOfficio
3134,S,Camping and Hiking,helmet,51,4,1533,Look
3135,XL,Men Clothing,bags,52,27,1709,La Sportiva
3136,XS,Water and Snow Sports,bags,96,64,1711,Chaco
3137,XS,Men Clothing,paddles,25,13,1713,Kelty
3138,XXL,Women Clothing,socks,66,82,1787,crankbrothers
3139,XS,Camping and Hiking,bags,80,32,320,Portland Design Works
3140,M,Women Clothing,lights,49,72,220,MRP
3141,XXL,Accessories,skis,45,23,181,Topo Designs
3142,S,Accessories,bags,65,4,561,Rab
3143,XS,Accessories,tent,93,90,748,Park Tool
3144,XL,Water and Snow Sports,tent,46,32,1221,Icebreaker
3145,S,Men Clothing,paddles,20,49,1855,Big Agnes
3146,L,Men Clothing,shoes,37,1,1943,Rossignol
3147,XL,Cycling,tent,56,58,358,Mammut
3148,L,Water and Snow Sports,ropes,34,90,1771,Xero Shoes
3149,XL,Camping and Hiking,shoes,96,44,1792,Cotopaxi
3150,XL,Women Clothing,shoes,10,65,1033,Outdoor Voices
3151,M,Camping and Hiking,shirts,1,95,754,Exped
3152,XXL,Water and Snow Sports,boats,19,50,1617,ENVE
3153,XL,Women Clothing,jackets,39,71,1551,Bogs
3154,XS,Women Clothing,lights,54,52,1469,Globe Pequot Press
3155,S,Camping and Hiking,shorts,66,48,1881,DeLorme
3156,XL,Men Clothing,helmet,74,30,1314,Outdoor Voices
3157,L,Women Clothing,boats,76,47,1413,Petzl
3158,L,Camping and Hiking,jackets,70,98,1958,Topeak
3159,XS,Water and Snow Sports,skis,82,51,1198,Xero Shoes
3160,XL,Cycling,jackets,51,50,873,C.A.M.P.
3161,XL,Men Clothing,paddles,56,29,837,Green Trails
3162,XXL,Men Clothing,helmet,10,57,804,Pro-Tec Athletics
3163,S,Men Clothing,bikes,20,33,1490,Fischer
3164,S,Men Clothing,underwear,39,37,1538,Adventure Publications
3165,XS,Water and Snow Sports,boats,88,47,900,C.A.M.P.
3166,L,Accessories,lights,31,51,1648,goodr
3167,S,Women Clothing,jackets,5,47,1078,Arc'teryx
3168,M,Camping and Hiking,ropes,14,74,1549,Patagonia
3169,XS,Cycling,shorts,21,78,285,Icebreaker
3170,XXL,Cycling,shirts,84,5,214,Marmot
3171,XL,Women Clothing,underwear,23,11,460,Countryman Press
3172,XS,Accessories,bikes,5,67,921,Seals
3173,XL,Cycling,skis,22,44,703,Rapha
3174,M,Women Clothing,underwear,35,71,1530,Park Tool
3175,M,Men Clothing,tent,39,5,558,Vuori
3176,XL,Cycling,socks,18,87,1928,ENO
3177,XS,Cycling,jackets,3,3,221,PEARL iZUMi
3178,XXL,Water and Snow Sports,kitchen,84,8,599,ExOfficio
3179,XL,Cycling,shorts,12,6,1848,Revelate Designs
3180,XL,Water and Snow Sports,beds,31,71,1564,Eagle Creek
3181,L,Accessories,kitchen,14,22,243,Saucony
3182,L,Cycling,shirts,6,1,1446,Obermeyer
3183,XL,Accessories,boats,4,84,1905,Obermeyer
3184,S,Men Clothing,shirts,88,29,505,Colorado Mountain Club
3185,XXL,Accessories,beds,30,35,1865,Cotopaxi
3186,XS,Women Clothing,underwear,30,31,1268,Shimano
3187,XL,Camping and Hiking,parts,8,39,532,Vuori
3188,XS,Camping and Hiking,helmet,72,24,1136,Burton
3189,M,Cycling,bags,5,45,1869,The North Face
3190,M,Cycling,kitchen,66,39,1653,Seals
3191,XXL,Women Clothing,books,15,93,898,Scarpa
3192,M,Men Clothing,shorts,16,97,1635,Lowa
3193,XXL,Women Clothing,socks,38,97,36,CamelBak
3194,XS,Camping and Hiking,shorts,51,76,1890,The North Face
3195,S,Accessories,paddles,14,50,294,UCO
3196,XXL,Women Clothing,parts,30,19,269,WTB
3197,L,Water and Snow Sports,jackets,34,66,1128,PEAK REFUEL
3198,M,Women Clothing,shoes,5,32,1529,Hope
3199,S,Cycling,bags,90,50,1537,Cotopaxi
3200,XXL,Accessories,kitchen,40,16,1675,Fjallraven
3201,L,Women Clothing,skis,35,25,1984,Xero Shoes
3202,XXL,Cycling,tent,98,64,1271,Benchmade
3203,XXL,Accessories,jackets,82,2,887,Timberland
3204,M,Water and Snow Sports,skis,16,13,1191,Thule
3205,XS,Accessories,ropes,69,38,547,Nani Swimwear
3206,XL,Men Clothing,jackets,14,85,604,Sierra Designs
3207,L,Accessories,shoes,43,73,1055,Wilderness Press
3208,XS,Water and Snow Sports,shorts,16,42,31,Matador
3209,XXL,Men Clothing,shoes,74,49,1041,Turtle Fur
3210,XXL,Men Clothing,socks,100,80,1240,Fjallraven
3211,XXL,Women Clothing,bags,39,99,179,Zipp
3212,XXL,Camping and Hiking,shoes,44,46,784,Birkenstock
3213,XS,Women Clothing,jackets,87,7,773,MYSTERY RANCH
3214,XL,Camping and Hiking,beds,19,74,958,Fjallraven
3215,XS,Women Clothing,kitchen,26,6,205,VEJA
3216,XXL,Camping and Hiking,pants,34,37,261,Seirus
3217,S,Women Clothing,boats,2,51,839,Brompton
3218,XXL,Men Clothing,shoes,7,24,768,CTR
3219,M,Accessories,helmet,94,50,1298,Thule
3220,M,Camping and Hiking,jackets,87,9,709,DT Swiss
3221,L,Women Clothing,skis,73,47,1022,On
3222,M,Accessories,parts,91,12,1819,Stanley
3223,XXL,Water and Snow Sports,tent,40,92,240,Picture Organic Clothing
3224,XS,Men Clothing,shorts,84,74,658,Electra
3225,XL,Camping and Hiking,beds,61,78,139,Lowa
3226,L,Water and Snow Sports,shirts,48,5,1376,Eagle Creek
3227,XS,Women Clothing,bikes,63,89,825,Benchmark Maps
3228,M,Camping and Hiking,lights,92,84,1831,Cotopaxi
3229,XS,Accessories,jackets,38,92,675,Countryman Press
3230,XL,Cycling,bikes,60,32,1968,Deuter
3231,L,Camping and Hiking,tent,62,18,1491,Sherpani
3232,XXL,Water and Snow Sports,pants,80,80,402,crankbrothers
3233,XS,Women Clothing,shoes,100,61,1834,Columbia
3234,M,Water and Snow Sports,socks,77,19,1426,O'Neill
3235,XL,Camping and Hiking,beds,57,37,839,Globe Pequot Press
3236,L,Women Clothing,helmet,51,51,1066,Boulder Gear
3237,M,Accessories,bikes,53,49,121,REI Co-op
3238,L,Women Clothing,shirts,66,90,991,Magura
3239,XS,Cycling,kitchen,51,64,1591,Topo Designs
3240,M,Men Clothing,books,56,70,1189,Atomic
3241,M,Men Clothing,shirts,5,20,361,K2
3242,S,Accessories,underwear,38,16,52,Topeak
3243,XL,Accessories,pants,98,94,601,Giro
3244,L,Accessories,shirts,68,59,947,Co-op Cycles
3245,XXL,Camping and Hiking,underwear,40,40,1704,Astral
3246,L,Cycling,tent,90,98,76,DUER
3247,XL,Women Clothing,shorts,56,34,793,Rapha
3248,XS,Accessories,boats,1,7,477,Sea to Summit
3249,XS,Water and Snow Sports,skis,96,33,1894,SRAM
